Temperature,Date,Country
61,6/1/1999,Swaziland
62,7/1/1999,Swaziland
64,8/1/1999,Swaziland
66,9/1/1999,Swaziland
68,10/1/1999,Swaziland
73,11/1/1999,Swaziland
75,12/1/1999,Swaziland
74,1/1/2000,Swaziland
75,2/1/2000,Swaziland
74,3/1/2000,Swaziland
67,4/1/2000,Swaziland
62,5/1/2000,Swaziland
61,6/1/2000,Swaziland
59,7/1/2000,Swaziland
64,8/1/2000,Swaziland
67,9/1/2000,Swaziland
68,10/1/2000,Swaziland
71,11/1/2000,Swaziland
74,12/1/2000,Swaziland
75,1/1/2001,Swaziland
74,2/1/2001,Swaziland
74,3/1/2001,Swaziland
69,4/1/2001,Swaziland
65,5/1/2001,Swaziland
61,6/1/2001,Swaziland
60,7/1/2001,Swaziland
65,8/1/2001,Swaziland
67,9/1/2001,Swaziland
69,10/1/2001,Swaziland
72,11/1/2001,Swaziland
74,12/1/2001,Swaziland
75,1/1/2002,Swaziland
73,2/1/2002,Swaziland
74,3/1/2002,Swaziland
70,4/1/2002,Swaziland
65,5/1/2002,Swaziland
60,6/1/2002,Swaziland
60,7/1/2002,Swaziland
65,8/1/2002,Swaziland
67,9/1/2002,Swaziland
69,10/1/2002,Swaziland
70,11/1/2002,Swaziland
74,12/1/2002,Swaziland
76,1/1/2003,Swaziland
77,2/1/2003,Swaziland
74,3/1/2003,Swaziland
71,4/1/2003,Swaziland
65,5/1/2003,Swaziland
60,6/1/2003,Swaziland
59,7/1/2003,Swaziland
62,8/1/2003,Swaziland
66,9/1/2003,Swaziland
69,10/1/2003,Swaziland
72,11/1/2003,Swaziland
75,12/1/2003,Swaziland
73,1/1/2004,Swaziland
75,2/1/2004,Swaziland
73,3/1/2004,Swaziland
70,4/1/2004,Swaziland
64,5/1/2004,Swaziland
59,6/1/2004,Swaziland
59,7/1/2004,Swaziland
65,8/1/2004,Swaziland
65,9/1/2004,Swaziland
69,10/1/2004,Swaziland
74,11/1/2004,Swaziland
76,12/1/2004,Swaziland
75,1/1/2005,Swaziland
76,2/1/2005,Swaziland
72,3/1/2005,Swaziland
69,4/1/2005,Swaziland
66,5/1/2005,Swaziland
62,6/1/2005,Swaziland
61,7/1/2005,Swaziland
66,8/1/2005,Swaziland
69,9/1/2005,Swaziland
71,10/1/2005,Swaziland
73,11/1/2005,Swaziland
72,12/1/2005,Swaziland
76,1/1/2006,Swaziland
76,2/1/2006,Swaziland
72,3/1/2006,Swaziland
69,4/1/2006,Swaziland
63,5/1/2006,Swaziland
59,6/1/2006,Swaziland
62,7/1/2006,Swaziland
63,8/1/2006,Swaziland
66,9/1/2006,Swaziland
71,10/1/2006,Swaziland
72,11/1/2006,Swaziland
76,12/1/2006,Swaziland
75,1/1/2007,Swaziland
76,2/1/2007,Swaziland
73,3/1/2007,Swaziland
70,4/1/2007,Swaziland
64,5/1/2007,Swaziland
61,6/1/2007,Swaziland
59,7/1/2007,Swaziland
63,8/1/2007,Swaziland
69,9/1/2007,Swaziland
68,10/1/2007,Swaziland
71,11/1/2007,Swaziland
72,12/1/2007,Swaziland
74,1/1/2008,Swaziland
76,2/1/2008,Swaziland
73,3/1/2008,Swaziland
67,4/1/2008,Swaziland
66,5/1/2008,Swaziland
59,6/1/2008,Swaziland
61,7/1/2008,Swaziland
65,8/1/2008,Swaziland
68,9/1/2008,Swaziland
69,10/1/2008,Swaziland
72,11/1/2008,Swaziland
74,12/1/2008,Swaziland
75,1/1/2009,Swaziland
74,2/1/2009,Swaziland
72,3/1/2009,Swaziland
69,4/1/2009,Swaziland
65,5/1/2009,Swaziland
62,6/1/2009,Swaziland
59,7/1/2009,Swaziland
63,8/1/2009,Swaziland
68,9/1/2009,Swaziland
69,10/1/2009,Swaziland
69,11/1/2009,Swaziland
75,12/1/2009,Swaziland
76,1/1/2010,Swaziland
76,2/1/2010,Swaziland
74,3/1/2010,Swaziland
71,4/1/2010,Swaziland
67,5/1/2010,Swaziland
60,6/1/2010,Swaziland
61,7/1/2010,Swaziland
64,8/1/2010,Swaziland
69,9/1/2010,Swaziland
72,10/1/2010,Swaziland
74,11/1/2010,Swaziland
75,12/1/2010,Swaziland
75,1/1/2011,Swaziland
76,2/1/2011,Swaziland
75,3/1/2011,Swaziland
69,4/1/2011,Swaziland
67,5/1/2011,Swaziland
59,6/1/2011,Swaziland
59,7/1/2011,Swaziland
61,8/1/2011,Swaziland
69,9/1/2011,Swaziland
69,10/1/2011,Swaziland
71,11/1/2011,Swaziland
73,12/1/2011,Swaziland
77,1/1/2012,Swaziland
77,2/1/2012,Swaziland
73,3/1/2012,Swaziland
67,4/1/2012,Swaziland
66,5/1/2012,Swaziland
62,6/1/2012,Swaziland
62,7/1/2012,Swaziland
64,8/1/2012,Swaziland
66,9/1/2012,Swaziland
69,10/1/2012,Swaziland
70,11/1/2012,Swaziland
74,12/1/2012,Swaziland
75,1/1/2013,Swaziland
77,2/1/2013,Swaziland
75,3/1/2013,Swaziland
69,4/1/2013,Swaziland
65,5/1/2013,Swaziland
62,6/1/2013,Swaziland
62,7/1/2013,Swaziland
65,8/1/2013,Swaziland
70,9/1/2013,Swaziland
68,10/1/2013,Swaziland
71,11/1/2013,Swaziland
74,12/1/2013,Swaziland
75,1/1/2014,Swaziland
77,2/1/2014,Swaziland
73,3/1/2014,Swaziland
69,4/1/2014,Swaziland
66,5/1/2014,Swaziland
62,6/1/2014,Swaziland
62,7/1/2014,Swaziland
65,8/1/2014,Swaziland
69,9/1/2014,Swaziland
70,10/1/2014,Swaziland
71,11/1/2014,Swaziland
74,12/1/2014,Swaziland
75,1/1/2015,Swaziland
75,2/1/2015,Swaziland
75,3/1/2015,Swaziland
70,4/1/2015,Swaziland
67,5/1/2015,Swaziland
61,6/1/2015,Swaziland
61,7/1/2015,Swaziland
64,8/1/2015,Swaziland
67,9/1/2015,Swaziland
71,10/1/2015,Swaziland
72,11/1/2015,Swaziland
75,12/1/2015,Swaziland
43,1/1/1991,Syrian Arab Republic
45,2/1/1991,Syrian Arab Republic
55,3/1/1991,Syrian Arab Republic
64,4/1/1991,Syrian Arab Republic
69,5/1/1991,Syrian Arab Republic
80,6/1/1991,Syrian Arab Republic
83,7/1/1991,Syrian Arab Republic
83,8/1/1991,Syrian Arab Republic
78,9/1/1991,Syrian Arab Republic
70,10/1/1991,Syrian Arab Republic
57,11/1/1991,Syrian Arab Republic
44,12/1/1991,Syrian Arab Republic
38,1/1/1992,Syrian Arab Republic
40,2/1/1992,Syrian Arab Republic
48,3/1/1992,Syrian Arab Republic
61,4/1/1992,Syrian Arab Republic
69,5/1/1992,Syrian Arab Republic
77,6/1/1992,Syrian Arab Republic
81,7/1/1992,Syrian Arab Republic
84,8/1/1992,Syrian Arab Republic
76,9/1/1992,Syrian Arab Republic
70,10/1/1992,Syrian Arab Republic
54,11/1/1992,Syrian Arab Republic
42,12/1/1992,Syrian Arab Republic
41,1/1/1993,Syrian Arab Republic
43,2/1/1993,Syrian Arab Republic
52,3/1/1993,Syrian Arab Republic
62,4/1/1993,Syrian Arab Republic
68,5/1/1993,Syrian Arab Republic
79,6/1/1993,Syrian Arab Republic
85,7/1/1993,Syrian Arab Republic
85,8/1/1993,Syrian Arab Republic
78,9/1/1993,Syrian Arab Republic
70,10/1/1993,Syrian Arab Republic
52,11/1/1993,Syrian Arab Republic
46,12/1/1993,Syrian Arab Republic
48,1/1/1994,Syrian Arab Republic
48,2/1/1994,Syrian Arab Republic
54,3/1/1994,Syrian Arab Republic
67,4/1/1994,Syrian Arab Republic
74,5/1/1994,Syrian Arab Republic
80,6/1/1994,Syrian Arab Republic
84,7/1/1994,Syrian Arab Republic
85,8/1/1994,Syrian Arab Republic
82,9/1/1994,Syrian Arab Republic
72,10/1/1994,Syrian Arab Republic
55,11/1/1994,Syrian Arab Republic
42,12/1/1994,Syrian Arab Republic
45,1/1/1995,Syrian Arab Republic
49,2/1/1995,Syrian Arab Republic
54,3/1/1995,Syrian Arab Republic
61,4/1/1995,Syrian Arab Republic
74,5/1/1995,Syrian Arab Republic
81,6/1/1995,Syrian Arab Republic
84,7/1/1995,Syrian Arab Republic
85,8/1/1995,Syrian Arab Republic
78,9/1/1995,Syrian Arab Republic
68,10/1/1995,Syrian Arab Republic
52,11/1/1995,Syrian Arab Republic
45,12/1/1995,Syrian Arab Republic
45,1/1/1996,Syrian Arab Republic
48,2/1/1996,Syrian Arab Republic
53,3/1/1996,Syrian Arab Republic
63,4/1/1996,Syrian Arab Republic
75,5/1/1996,Syrian Arab Republic
80,6/1/1996,Syrian Arab Republic
87,7/1/1996,Syrian Arab Republic
85,8/1/1996,Syrian Arab Republic
78,9/1/1996,Syrian Arab Republic
66,10/1/1996,Syrian Arab Republic
56,11/1/1996,Syrian Arab Republic
51,12/1/1996,Syrian Arab Republic
44,1/1/1997,Syrian Arab Republic
42,2/1/1997,Syrian Arab Republic
48,3/1/1997,Syrian Arab Republic
59,4/1/1997,Syrian Arab Republic
73,5/1/1997,Syrian Arab Republic
80,6/1/1997,Syrian Arab Republic
85,7/1/1997,Syrian Arab Republic
81,8/1/1997,Syrian Arab Republic
76,9/1/1997,Syrian Arab Republic
69,10/1/1997,Syrian Arab Republic
56,11/1/1997,Syrian Arab Republic
48,12/1/1997,Syrian Arab Republic
43,1/1/1998,Syrian Arab Republic
45,2/1/1998,Syrian Arab Republic
52,3/1/1998,Syrian Arab Republic
64,4/1/1998,Syrian Arab Republic
74,5/1/1998,Syrian Arab Republic
82,6/1/1998,Syrian Arab Republic
87,7/1/1998,Syrian Arab Republic
87,8/1/1998,Syrian Arab Republic
79,9/1/1998,Syrian Arab Republic
70,10/1/1998,Syrian Arab Republic
63,11/1/1998,Syrian Arab Republic
50,12/1/1998,Syrian Arab Republic
47,1/1/1999,Syrian Arab Republic
49,2/1/1999,Syrian Arab Republic
54,3/1/1999,Syrian Arab Republic
63,4/1/1999,Syrian Arab Republic
75,5/1/1999,Syrian Arab Republic
81,6/1/1999,Syrian Arab Republic
86,7/1/1999,Syrian Arab Republic
86,8/1/1999,Syrian Arab Republic
78,9/1/1999,Syrian Arab Republic
70,10/1/1999,Syrian Arab Republic
55,11/1/1999,Syrian Arab Republic
48,12/1/1999,Syrian Arab Republic
43,1/1/2000,Syrian Arab Republic
45,2/1/2000,Syrian Arab Republic
51,3/1/2000,Syrian Arab Republic
65,4/1/2000,Syrian Arab Republic
72,5/1/2000,Syrian Arab Republic
81,6/1/2000,Syrian Arab Republic
89,7/1/2000,Syrian Arab Republic
86,8/1/2000,Syrian Arab Republic
78,9/1/2000,Syrian Arab Republic
66,10/1/2000,Syrian Arab Republic
55,11/1/2000,Syrian Arab Republic
47,12/1/2000,Syrian Arab Republic
46,1/1/2001,Syrian Arab Republic
49,2/1/2001,Syrian Arab Republic
59,3/1/2001,Syrian Arab Republic
64,4/1/2001,Syrian Arab Republic
70,5/1/2001,Syrian Arab Republic
82,6/1/2001,Syrian Arab Republic
87,7/1/2001,Syrian Arab Republic
86,8/1/2001,Syrian Arab Republic
79,9/1/2001,Syrian Arab Republic
69,10/1/2001,Syrian Arab Republic
54,11/1/2001,Syrian Arab Republic
51,12/1/2001,Syrian Arab Republic
42,1/1/2002,Syrian Arab Republic
50,2/1/2002,Syrian Arab Republic
56,3/1/2002,Syrian Arab Republic
61,4/1/2002,Syrian Arab Republic
71,5/1/2002,Syrian Arab Republic
80,6/1/2002,Syrian Arab Republic
86,7/1/2002,Syrian Arab Republic
84,8/1/2002,Syrian Arab Republic
79,9/1/2002,Syrian Arab Republic
72,10/1/2002,Syrian Arab Republic
56,11/1/2002,Syrian Arab Republic
44,12/1/2002,Syrian Arab Republic
46,1/1/2003,Syrian Arab Republic
45,2/1/2003,Syrian Arab Republic
50,3/1/2003,Syrian Arab Republic
62,4/1/2003,Syrian Arab Republic
75,5/1/2003,Syrian Arab Republic
81,6/1/2003,Syrian Arab Republic
86,7/1/2003,Syrian Arab Republic
87,8/1/2003,Syrian Arab Republic
78,9/1/2003,Syrian Arab Republic
71,10/1/2003,Syrian Arab Republic
55,11/1/2003,Syrian Arab Republic
46,12/1/2003,Syrian Arab Republic
45,1/1/2004,Syrian Arab Republic
46,2/1/2004,Syrian Arab Republic
57,3/1/2004,Syrian Arab Republic
62,4/1/2004,Syrian Arab Republic
71,5/1/2004,Syrian Arab Republic
80,6/1/2004,Syrian Arab Republic
86,7/1/2004,Syrian Arab Republic
84,8/1/2004,Syrian Arab Republic
79,9/1/2004,Syrian Arab Republic
71,10/1/2004,Syrian Arab Republic
55,11/1/2004,Syrian Arab Republic
43,12/1/2004,Syrian Arab Republic
44,1/1/2005,Syrian Arab Republic
46,2/1/2005,Syrian Arab Republic
55,3/1/2005,Syrian Arab Republic
64,4/1/2005,Syrian Arab Republic
72,5/1/2005,Syrian Arab Republic
79,6/1/2005,Syrian Arab Republic
86,7/1/2005,Syrian Arab Republic
86,8/1/2005,Syrian Arab Republic
78,9/1/2005,Syrian Arab Republic
66,10/1/2005,Syrian Arab Republic
53,11/1/2005,Syrian Arab Republic
50,12/1/2005,Syrian Arab Republic
44,1/1/2006,Syrian Arab Republic
48,2/1/2006,Syrian Arab Republic
55,3/1/2006,Syrian Arab Republic
64,4/1/2006,Syrian Arab Republic
72,5/1/2006,Syrian Arab Republic
83,6/1/2006,Syrian Arab Republic
84,7/1/2006,Syrian Arab Republic
87,8/1/2006,Syrian Arab Republic
78,9/1/2006,Syrian Arab Republic
69,10/1/2006,Syrian Arab Republic
52,11/1/2006,Syrian Arab Republic
42,12/1/2006,Syrian Arab Republic
42,1/1/2007,Syrian Arab Republic
48,2/1/2007,Syrian Arab Republic
53,3/1/2007,Syrian Arab Republic
59,4/1/2007,Syrian Arab Republic
75,5/1/2007,Syrian Arab Republic
82,6/1/2007,Syrian Arab Republic
87,7/1/2007,Syrian Arab Republic
86,8/1/2007,Syrian Arab Republic
80,9/1/2007,Syrian Arab Republic
71,10/1/2007,Syrian Arab Republic
56,11/1/2007,Syrian Arab Republic
45,12/1/2007,Syrian Arab Republic
37,1/1/2008,Syrian Arab Republic
45,2/1/2008,Syrian Arab Republic
60,3/1/2008,Syrian Arab Republic
68,4/1/2008,Syrian Arab Republic
70,5/1/2008,Syrian Arab Republic
81,6/1/2008,Syrian Arab Republic
86,7/1/2008,Syrian Arab Republic
87,8/1/2008,Syrian Arab Republic
79,9/1/2008,Syrian Arab Republic
69,10/1/2008,Syrian Arab Republic
57,11/1/2008,Syrian Arab Republic
45,12/1/2008,Syrian Arab Republic
43,1/1/2009,Syrian Arab Republic
49,2/1/2009,Syrian Arab Republic
53,3/1/2009,Syrian Arab Republic
62,4/1/2009,Syrian Arab Republic
72,5/1/2009,Syrian Arab Republic
82,6/1/2009,Syrian Arab Republic
85,7/1/2009,Syrian Arab Republic
84,8/1/2009,Syrian Arab Republic
76,9/1/2009,Syrian Arab Republic
71,10/1/2009,Syrian Arab Republic
55,11/1/2009,Syrian Arab Republic
51,12/1/2009,Syrian Arab Republic
49,1/1/2010,Syrian Arab Republic
51,2/1/2010,Syrian Arab Republic
58,3/1/2010,Syrian Arab Republic
65,4/1/2010,Syrian Arab Republic
75,5/1/2010,Syrian Arab Republic
82,6/1/2010,Syrian Arab Republic
87,7/1/2010,Syrian Arab Republic
89,8/1/2010,Syrian Arab Republic
82,9/1/2010,Syrian Arab Republic
71,10/1/2010,Syrian Arab Republic
60,11/1/2010,Syrian Arab Republic
50,12/1/2010,Syrian Arab Republic
46,1/1/2011,Syrian Arab Republic
48,2/1/2011,Syrian Arab Republic
54,3/1/2011,Syrian Arab Republic
62,4/1/2011,Syrian Arab Republic
71,5/1/2011,Syrian Arab Republic
80,6/1/2011,Syrian Arab Republic
87,7/1/2011,Syrian Arab Republic
85,8/1/2011,Syrian Arab Republic
80,9/1/2011,Syrian Arab Republic
67,10/1/2011,Syrian Arab Republic
49,11/1/2011,Syrian Arab Republic
44,12/1/2011,Syrian Arab Republic
43,1/1/2012,Syrian Arab Republic
44,2/1/2012,Syrian Arab Republic
49,3/1/2012,Syrian Arab Republic
66,4/1/2012,Syrian Arab Republic
73,5/1/2012,Syrian Arab Republic
84,6/1/2012,Syrian Arab Republic
88,7/1/2012,Syrian Arab Republic
86,8/1/2012,Syrian Arab Republic
80,9/1/2012,Syrian Arab Republic
71,10/1/2012,Syrian Arab Republic
59,11/1/2012,Syrian Arab Republic
50,12/1/2012,Syrian Arab Republic
46,1/1/2013,Syrian Arab Republic
51,2/1/2013,Syrian Arab Republic
55,3/1/2013,Syrian Arab Republic
63,4/1/2013,Syrian Arab Republic
73,5/1/2013,Syrian Arab Republic
80,6/1/2013,Syrian Arab Republic
84,7/1/2013,Syrian Arab Republic
84,8/1/2013,Syrian Arab Republic
77,9/1/2013,Syrian Arab Republic
65,10/1/2013,Syrian Arab Republic
60,11/1/2013,Syrian Arab Republic
43,12/1/2013,Syrian Arab Republic
47,1/1/2014,Syrian Arab Republic
50,2/1/2014,Syrian Arab Republic
57,3/1/2014,Syrian Arab Republic
66,4/1/2014,Syrian Arab Republic
73,5/1/2014,Syrian Arab Republic
78,6/1/2014,Syrian Arab Republic
85,7/1/2014,Syrian Arab Republic
86,8/1/2014,Syrian Arab Republic
77,9/1/2014,Syrian Arab Republic
68,10/1/2014,Syrian Arab Republic
53,11/1/2014,Syrian Arab Republic
50,12/1/2014,Syrian Arab Republic
44,1/1/2015,Syrian Arab Republic
49,2/1/2015,Syrian Arab Republic
56,3/1/2015,Syrian Arab Republic
61,4/1/2015,Syrian Arab Republic
73,5/1/2015,Syrian Arab Republic
78,6/1/2015,Syrian Arab Republic
86,7/1/2015,Syrian Arab Republic
87,8/1/2015,Syrian Arab Republic
83,9/1/2015,Syrian Arab Republic
71,10/1/2015,Syrian Arab Republic
56,11/1/2015,Syrian Arab Republic
45,12/1/2015,Syrian Arab Republic
77,1/1/1991,Thailand
78,2/1/1991,Thailand
84,3/1/1991,Thailand
86,4/1/1991,Thailand
85,5/1/1991,Thailand
82,6/1/1991,Thailand
82,7/1/1991,Thailand
81,8/1/1991,Thailand
81,9/1/1991,Thailand
80,10/1/1991,Thailand
76,11/1/1991,Thailand
75,12/1/1991,Thailand
73,1/1/1992,Thailand
77,2/1/1992,Thailand
83,3/1/1992,Thailand
87,4/1/1992,Thailand
86,5/1/1992,Thailand
83,6/1/1992,Thailand
81,7/1/1992,Thailand
81,8/1/1992,Thailand
81,9/1/1992,Thailand
78,10/1/1992,Thailand
74,11/1/1992,Thailand
73,12/1/1992,Thailand
74,1/1/1993,Thailand
77,2/1/1993,Thailand
82,3/1/1993,Thailand
84,4/1/1993,Thailand
84,5/1/1993,Thailand
83,6/1/1993,Thailand
83,7/1/1993,Thailand
81,8/1/1993,Thailand
81,9/1/1993,Thailand
80,10/1/1993,Thailand
77,11/1/1993,Thailand
73,12/1/1993,Thailand
76,1/1/1994,Thailand
81,2/1/1994,Thailand
80,3/1/1994,Thailand
85,4/1/1994,Thailand
83,5/1/1994,Thailand
81,6/1/1994,Thailand
81,7/1/1994,Thailand
80,8/1/1994,Thailand
81,9/1/1994,Thailand
78,10/1/1994,Thailand
76,11/1/1994,Thailand
76,12/1/1994,Thailand
75,1/1/1995,Thailand
76,2/1/1995,Thailand
82,3/1/1995,Thailand
86,4/1/1995,Thailand
84,5/1/1995,Thailand
83,6/1/1995,Thailand
81,7/1/1995,Thailand
80,8/1/1995,Thailand
81,9/1/1995,Thailand
80,10/1/1995,Thailand
77,11/1/1995,Thailand
73,12/1/1995,Thailand
75,1/1/1996,Thailand
75,2/1/1996,Thailand
82,3/1/1996,Thailand
83,4/1/1996,Thailand
82,5/1/1996,Thailand
82,6/1/1996,Thailand
81,7/1/1996,Thailand
81,8/1/1996,Thailand
80,9/1/1996,Thailand
79,10/1/1996,Thailand
77,11/1/1996,Thailand
73,12/1/1996,Thailand
73,1/1/1997,Thailand
77,2/1/1997,Thailand
81,3/1/1997,Thailand
82,4/1/1997,Thailand
84,5/1/1997,Thailand
83,6/1/1997,Thailand
81,7/1/1997,Thailand
81,8/1/1997,Thailand
81,9/1/1997,Thailand
81,10/1/1997,Thailand
78,11/1/1997,Thailand
77,12/1/1997,Thailand
77,1/1/1998,Thailand
80,2/1/1998,Thailand
84,3/1/1998,Thailand
86,4/1/1998,Thailand
86,5/1/1998,Thailand
84,6/1/1998,Thailand
82,7/1/1998,Thailand
82,8/1/1998,Thailand
81,9/1/1998,Thailand
81,10/1/1998,Thailand
77,11/1/1998,Thailand
75,12/1/1998,Thailand
76,1/1/1999,Thailand
79,2/1/1999,Thailand
83,3/1/1999,Thailand
82,4/1/1999,Thailand
81,5/1/1999,Thailand
81,6/1/1999,Thailand
81,7/1/1999,Thailand
81,8/1/1999,Thailand
80,9/1/1999,Thailand
79,10/1/1999,Thailand
77,11/1/1999,Thailand
70,12/1/1999,Thailand
76,1/1/2000,Thailand
76,2/1/2000,Thailand
81,3/1/2000,Thailand
83,4/1/2000,Thailand
82,5/1/2000,Thailand
81,6/1/2000,Thailand
81,7/1/2000,Thailand
81,8/1/2000,Thailand
80,9/1/2000,Thailand
80,10/1/2000,Thailand
76,11/1/2000,Thailand
76,12/1/2000,Thailand
77,1/1/2001,Thailand
79,2/1/2001,Thailand
81,3/1/2001,Thailand
87,4/1/2001,Thailand
82,5/1/2001,Thailand
82,6/1/2001,Thailand
82,7/1/2001,Thailand
81,8/1/2001,Thailand
81,9/1/2001,Thailand
80,10/1/2001,Thailand
75,11/1/2001,Thailand
75,12/1/2001,Thailand
75,1/1/2002,Thailand
79,2/1/2002,Thailand
82,3/1/2002,Thailand
85,4/1/2002,Thailand
83,5/1/2002,Thailand
83,6/1/2002,Thailand
82,7/1/2002,Thailand
81,8/1/2002,Thailand
80,9/1/2002,Thailand
80,10/1/2002,Thailand
78,11/1/2002,Thailand
77,12/1/2002,Thailand
74,1/1/2003,Thailand
79,2/1/2003,Thailand
81,3/1/2003,Thailand
86,4/1/2003,Thailand
84,5/1/2003,Thailand
82,6/1/2003,Thailand
82,7/1/2003,Thailand
82,8/1/2003,Thailand
81,9/1/2003,Thailand
81,10/1/2003,Thailand
79,11/1/2003,Thailand
74,12/1/2003,Thailand
75,1/1/2004,Thailand
77,2/1/2004,Thailand
83,3/1/2004,Thailand
86,4/1/2004,Thailand
83,5/1/2004,Thailand
82,6/1/2004,Thailand
81,7/1/2004,Thailand
81,8/1/2004,Thailand
81,9/1/2004,Thailand
80,10/1/2004,Thailand
79,11/1/2004,Thailand
74,12/1/2004,Thailand
75,1/1/2005,Thailand
81,2/1/2005,Thailand
82,3/1/2005,Thailand
85,4/1/2005,Thailand
85,5/1/2005,Thailand
83,6/1/2005,Thailand
82,7/1/2005,Thailand
81,8/1/2005,Thailand
81,9/1/2005,Thailand
80,10/1/2005,Thailand
78,11/1/2005,Thailand
74,12/1/2005,Thailand
75,1/1/2006,Thailand
79,2/1/2006,Thailand
82,3/1/2006,Thailand
83,4/1/2006,Thailand
81,5/1/2006,Thailand
82,6/1/2006,Thailand
81,7/1/2006,Thailand
80,8/1/2006,Thailand
80,9/1/2006,Thailand
80,10/1/2006,Thailand
79,11/1/2006,Thailand
74,12/1/2006,Thailand
74,1/1/2007,Thailand
78,2/1/2007,Thailand
83,3/1/2007,Thailand
84,4/1/2007,Thailand
81,5/1/2007,Thailand
82,6/1/2007,Thailand
81,7/1/2007,Thailand
80,8/1/2007,Thailand
80,9/1/2007,Thailand
79,10/1/2007,Thailand
75,11/1/2007,Thailand
76,12/1/2007,Thailand
75,1/1/2008,Thailand
75,2/1/2008,Thailand
81,3/1/2008,Thailand
84,4/1/2008,Thailand
81,5/1/2008,Thailand
81,6/1/2008,Thailand
81,7/1/2008,Thailand
81,8/1/2008,Thailand
80,9/1/2008,Thailand
80,10/1/2008,Thailand
76,11/1/2008,Thailand
73,12/1/2008,Thailand
72,1/1/2009,Thailand
80,2/1/2009,Thailand
81,3/1/2009,Thailand
84,4/1/2009,Thailand
82,5/1/2009,Thailand
82,6/1/2009,Thailand
81,7/1/2009,Thailand
82,8/1/2009,Thailand
81,9/1/2009,Thailand
81,10/1/2009,Thailand
78,11/1/2009,Thailand
76,12/1/2009,Thailand
77,1/1/2010,Thailand
80,2/1/2010,Thailand
83,3/1/2010,Thailand
87,4/1/2010,Thailand
86,5/1/2010,Thailand
84,6/1/2010,Thailand
82,7/1/2010,Thailand
80,8/1/2010,Thailand
81,9/1/2010,Thailand
79,10/1/2010,Thailand
77,11/1/2010,Thailand
76,12/1/2010,Thailand
73,1/1/2011,Thailand
78,2/1/2011,Thailand
78,3/1/2011,Thailand
82,4/1/2011,Thailand
82,5/1/2011,Thailand
81,6/1/2011,Thailand
81,7/1/2011,Thailand
80,8/1/2011,Thailand
80,9/1/2011,Thailand
79,10/1/2011,Thailand
78,11/1/2011,Thailand
74,12/1/2011,Thailand
76,1/1/2012,Thailand
79,2/1/2012,Thailand
82,3/1/2012,Thailand
84,4/1/2012,Thailand
83,5/1/2012,Thailand
82,6/1/2012,Thailand
81,7/1/2012,Thailand
81,8/1/2012,Thailand
81,9/1/2012,Thailand
81,10/1/2012,Thailand
80,11/1/2012,Thailand
78,12/1/2012,Thailand
76,1/1/2013,Thailand
81,2/1/2013,Thailand
83,3/1/2013,Thailand
86,4/1/2013,Thailand
84,5/1/2013,Thailand
82,6/1/2013,Thailand
81,7/1/2013,Thailand
81,8/1/2013,Thailand
80,9/1/2013,Thailand
79,10/1/2013,Thailand
79,11/1/2013,Thailand
71,12/1/2013,Thailand
72,1/1/2014,Thailand
78,2/1/2014,Thailand
83,3/1/2014,Thailand
85,4/1/2014,Thailand
85,5/1/2014,Thailand
83,6/1/2014,Thailand
82,7/1/2014,Thailand
81,8/1/2014,Thailand
81,9/1/2014,Thailand
81,10/1/2014,Thailand
79,11/1/2014,Thailand
75,12/1/2014,Thailand
74,1/1/2015,Thailand
78,2/1/2015,Thailand
83,3/1/2015,Thailand
84,4/1/2015,Thailand
86,5/1/2015,Thailand
84,6/1/2015,Thailand
82,7/1/2015,Thailand
82,8/1/2015,Thailand
81,9/1/2015,Thailand
80,10/1/2015,Thailand
80,11/1/2015,Thailand
78,12/1/2015,Thailand
13,1/1/1991,Tajikistan
17,2/1/1991,Tajikistan
26,3/1/1991,Tajikistan
38,4/1/1991,Tajikistan
44,5/1/1991,Tajikistan
53,6/1/1991,Tajikistan
61,7/1/1991,Tajikistan
59,8/1/1991,Tajikistan
52,9/1/1991,Tajikistan
40,10/1/1991,Tajikistan
28,11/1/1991,Tajikistan
22,12/1/1991,Tajikistan
15,1/1/1992,Tajikistan
20,2/1/1992,Tajikistan
24,3/1/1992,Tajikistan
38,4/1/1992,Tajikistan
41,5/1/1992,Tajikistan
53,6/1/1992,Tajikistan
60,7/1/1992,Tajikistan
57,8/1/1992,Tajikistan
49,9/1/1992,Tajikistan
39,10/1/1992,Tajikistan
31,11/1/1992,Tajikistan
23,12/1/1992,Tajikistan
14,1/1/1993,Tajikistan
20,2/1/1993,Tajikistan
25,3/1/1993,Tajikistan
39,4/1/1993,Tajikistan
44,5/1/1993,Tajikistan
53,6/1/1993,Tajikistan
59,7/1/1993,Tajikistan
58,8/1/1993,Tajikistan
51,9/1/1993,Tajikistan
38,10/1/1993,Tajikistan
26,11/1/1993,Tajikistan
20,12/1/1993,Tajikistan
15,1/1/1994,Tajikistan
14,2/1/1994,Tajikistan
29,3/1/1994,Tajikistan
35,4/1/1994,Tajikistan
47,5/1/1994,Tajikistan
56,6/1/1994,Tajikistan
60,7/1/1994,Tajikistan
60,8/1/1994,Tajikistan
47,9/1/1994,Tajikistan
39,10/1/1994,Tajikistan
33,11/1/1994,Tajikistan
20,12/1/1994,Tajikistan
13,1/1/1995,Tajikistan
19,2/1/1995,Tajikistan
